stid,scid,group,gender,ethnicity,LEPat5,spe.ed,year,spanish,scale,stand
931687,bus,C,Female,Hispanic,LEP,No,0,No,1356,Approaches
931687,bus,C,Female,Hispanic,LEP,No,1,No,1383,Notapproach
931688,bla,T,Female,Hispanic,secondyear,No,0,No,1667,Masters
931688,bla,T,Female,Hispanic,secondyear,No,1,No,1747,Masters
931695,carm,T,Male,Hispanic,LEP,No,0,No,1372,Approaches
931695,carm,T,Male,Hispanic,LEP,No,1,No,1434,Approaches
931699,bus,C,Male,Hispanic,LEP,Yes,0,No,1180,Notapproach
931699,bus,C,Male,Hispanic,LEP,Yes,1,No,1277,Notapproach
931707,carm,T,Male,Hispanic,LEP,No,0,No,1251,Notapproach
931707,carm,T,Male,Hispanic,LEP,No,1,No,1370,Notapproach
931707,carm,T,Male,Hispanic,LEP,No,2,No,1397,Notapproach
931711,bla,T,Male,Hispanic,firstyear,No,0,No,1387,Approaches
931711,bla,T,Male,Hispanic,firstyear,No,1,No,1562,Meets
931711,bla,T,Male,Hispanic,firstyear,No,2,No,1532,Approaches
931717,carm,T,Female,Afamerican,NotLEP,No,0,No,1455,Approaches
931717,carm,T,Female,Afamerican,NotLEP,No,1,No,1495,Approaches
931717,carm,T,Female,Afamerican,NotLEP,No,2,No,1667,Masters
931722,caro,T,Male,Hispanic,firstyear,No,2,No,1547,Approaches
931725,carm,T,Male,Asian,firstyear,No,0,No,1519,Meets
931725,carm,T,Male,Asian,firstyear,No,1,No,1659,Masters
931725,carm,T,Male,Asian,firstyear,No,2,No,1619,Meets
931746,caro,T,Male,Hispanic,LEP,No,0,No,1312,Notapproach
931746,caro,T,Male,Hispanic,LEP,No,1,No,1495,Approaches
931754,carm,T,Female,Hispanic,firstyear,No,0,No,1455,Approaches
931754,carm,T,Female,Hispanic,firstyear,No,1,No,1510,Approaches
931754,carm,T,Female,Hispanic,firstyear,No,2,No,1698,Masters
931762,carm,T,Male,Hispanic,LEP,No,0,No,1297,Notapproach
931773,carm,T,Male,Hispanic,LEP,No,0,No,1282,Notapproach
931779,bla,T,Male,Hispanic,secondyear,No,0,No,1577,Masters
931779,bla,T,Male,Hispanic,secondyear,No,1,No,1659,Masters
931779,bla,T,Male,Hispanic,secondyear,No,2,No,1599,Meets
931794,bla,T,Female,Hispanic,firstyear,No,0,No,1312,Notapproach
931794,bla,T,Female,Hispanic,firstyear,No,1,No,1562,Meets
931794,bla,T,Female,Hispanic,firstyear,No,2,No,1619,Meets
931803,bla,T,Female,Hispanic,firstyear,No,0,No,1372,Approaches
931803,bla,T,Female,Hispanic,firstyear,No,1,No,1451,Approaches
931805,har,C,Female,Hispanic,firstyear,No,0,No,1616,Masters
931805,har,C,Female,Hispanic,firstyear,No,1,No,1697,Masters
931805,har,C,Female,Hispanic,firstyear,No,2,No,1870,Masters
931821,bla,T,Female,Hispanic,firstyear,No,0,No,1419,Approaches
931821,bla,T,Female,Hispanic,firstyear,No,1,No,1495,Approaches
931821,bla,T,Female,Hispanic,firstyear,No,2,No,1582,Meets
931856,jon,C,Male,Afamerican,NotLEP,No,2,No,1619,Meets
931862,jon,C,Male,Hispanic,LEP,No,0,No,1180,Notapproach
931862,jon,C,Male,Hispanic,LEP,No,1,No,1397,Notapproach
931871,carm,T,Female,Hispanic,firstyear,No,0,No,1519,Meets
931871,carm,T,Female,Hispanic,firstyear,No,1,No,1550,Meets
931871,carm,T,Female,Hispanic,firstyear,No,2,No,1599,Meets
931881,carm,T,Female,Hispanic,firstyear,No,0,No,1356,Approaches
931881,carm,T,Female,Hispanic,firstyear,No,1,No,1465,Approaches
931881,carm,T,Female,Hispanic,firstyear,No,2,No,1642,Meets
931889,carm,T,Male,Hispanic,LEP,No,0,No,1180,Notapproach
931899,carm,T,Male,Hispanic,LEP,No,0,No,1234,Notapproach
931899,carm,T,Male,Hispanic,LEP,No,1,No,1411,Notapproach
931899,carm,T,Male,Hispanic,LEP,No,2,No,1470,Approaches
931907,carm,T,Male,Hispanic,LEP,No,0,No,1419,Approaches
931907,carm,T,Male,Hispanic,LEP,No,1,No,1510,Approaches
931907,carm,T,Male,Hispanic,LEP,No,2,No,1547,Approaches
931926,har,C,Male,Afamerican,NotLEP,No,0,No,1199,Notapproach
931926,har,C,Male,Afamerican,NotLEP,No,1,No,1370,Notapproach
931926,har,C,Male,Afamerican,NotLEP,No,2,No,1327,Notapproach
931934,har,C,Female,Afamerican,NotLEP,No,0,No,1437,Approaches
931934,har,C,Female,Afamerican,NotLEP,No,1,No,1526,Approaches
931934,har,C,Female,Afamerican,NotLEP,No,2,No,1564,Approaches
931954,caro,T,Male,Hispanic,NotLEP,No,0,No,1297,Notapproach
931954,caro,T,Male,Hispanic,NotLEP,No,1,No,1562,Meets
931954,caro,T,Male,Hispanic,NotLEP,No,2,No,1547,Approaches
931977,caro,T,Female,Hispanic,secondyear,No,0,No,1455,Approaches
931977,caro,T,Female,Hispanic,secondyear,No,1,No,1465,Approaches
931977,caro,T,Female,Hispanic,secondyear,No,2,No,1582,Meets
931991,carm,T,Female,Hispanic,secondyear,No,0,No,1667,Masters
931991,carm,T,Female,Hispanic,secondyear,No,1,No,1747,Masters
931991,carm,T,Female,Hispanic,secondyear,No,2,No,1787,Masters
931992,bla,T,Female,Hispanic,LEP,No,0,No,1266,Notapproach
931992,bla,T,Female,Hispanic,LEP,No,2,No,1437,Notapproach
932002,carm,T,Male,Hispanic,LEP,No,0,No,1282,Notapproach
932002,carm,T,Male,Hispanic,LEP,No,1,No,1383,Notapproach
932002,carm,T,Male,Hispanic,LEP,No,2,No,1463,Notapproach
932005,bus,C,Male,Hispanic,secondyear,No,0,No,1468,Meets
932018,carm,T,Female,Asian,firstyear,No,0,No,1419,Approaches
932018,carm,T,Female,Asian,firstyear,No,1,No,1510,Approaches
932018,carm,T,Female,Asian,firstyear,No,2,No,1642,Meets
932023,bus,C,Female,Hispanic,NotLEP,No,0,No,1616,Masters
932023,bus,C,Female,Hispanic,NotLEP,No,1,No,1465,Approaches
932032,jon,C,Female,Afamerican,NotLEP,No,0,No,1667,Masters
932032,jon,C,Female,Afamerican,NotLEP,No,1,No,1697,Masters
932033,carm,T,Female,Asian,LEP,No,0,No,1217,Notapproach
932055,har,C,Male,Afamerican,NotLEP,No,0,No,1437,Approaches
932055,har,C,Male,Afamerican,NotLEP,No,1,No,1659,Masters
932055,har,C,Male,Afamerican,NotLEP,No,2,No,1667,Masters
932071,bla,T,Female,Hispanic,firstyear,No,0,Yes,1953,Masters
932071,bla,T,Female,Hispanic,firstyear,No,1,No,1697,Masters
932071,bla,T,Female,Hispanic,firstyear,No,2,No,1736,Masters
932096,bla,T,Male,White,NotLEP,No,0,No,1199,Notapproach
932096,bla,T,Male,White,NotLEP,No,2,No,1517,Approaches
932130,bus,C,Female,Hispanic,LEP,No,1,Yes,1439,Approaches
932130,bus,C,Female,Hispanic,LEP,No,2,Yes,1683,Meets
932139,bus,C,Female,Hispanic,secondyear,No,0,No,1577,Masters
932139,bus,C,Female,Hispanic,secondyear,No,1,No,1526,Approaches
932139,bus,C,Female,Hispanic,secondyear,No,2,No,1599,Meets
932156,caro,T,Male,Hispanic,LEP,No,0,Yes,1246,Notapproach
932163,carm,T,Male,Hispanic,secondyear,No,0,No,1616,Masters
932163,carm,T,Male,Hispanic,secondyear,No,1,No,1495,Approaches
932163,carm,T,Male,Hispanic,secondyear,No,2,No,1619,Meets
932169,caro,T,Male,Hispanic,LEP,No,0,No,1403,Approaches
932169,caro,T,Male,Hispanic,LEP,No,1,No,1383,Notapproach
932183,carm,T,Female,Hispanic,secondyear,No,0,No,1555,Masters
932183,carm,T,Female,Hispanic,secondyear,No,1,No,1465,Approaches
932183,carm,T,Female,Hispanic,secondyear,No,2,No,1470,Approaches
932189,har,C,Female,Hispanic,NotLEP,No,0,No,1616,Masters
932189,har,C,Female,Hispanic,NotLEP,No,1,No,1747,Masters
932194,caro,T,Female,Hispanic,LEP,No,0,No,1297,Notapproach
932194,caro,T,Female,Hispanic,LEP,No,1,No,1370,Notapproach
932194,caro,T,Female,Hispanic,LEP,No,2,No,1503,Approaches
932203,har,C,Female,Hispanic,NotLEP,No,0,No,1555,Masters
932204,caro,T,Male,Hispanic,firstyear,No,0,Yes,1548,Masters
932204,caro,T,Male,Hispanic,firstyear,No,1,No,1451,Approaches
932204,caro,T,Male,Hispanic,firstyear,No,2,No,1582,Meets
932210,har,C,Female,Afamerican,NotLEP,No,0,No,1437,Approaches
932210,har,C,Female,Afamerican,NotLEP,No,1,No,1550,Meets
932212,caro,T,Female,Hispanic,LEP,No,0,No,1387,Approaches
932212,caro,T,Female,Hispanic,LEP,No,1,No,1370,Notapproach
932212,caro,T,Female,Hispanic,LEP,No,2,No,1489,Approaches
932215,carm,T,Female,Hispanic,LEP,No,0,No,1327,Notapproach
932215,carm,T,Female,Hispanic,LEP,No,1,No,1370,Notapproach
932215,carm,T,Female,Hispanic,LEP,No,2,No,1547,Approaches
932224,caro,T,Male,Hispanic,secondyear,No,0,No,1419,Approaches
932224,caro,T,Male,Hispanic,secondyear,No,2,No,1564,Approaches
932244,bus,C,Male,Hispanic,secondyear,No,0,No,1555,Masters
932244,bus,C,Male,Hispanic,secondyear,No,1,No,1495,Approaches
932244,bus,C,Male,Hispanic,secondyear,No,2,No,1642,Meets
932248,jon,C,Female,Hispanic,NotLEP,Yes,0,No,1199,Notapproach
932248,jon,C,Female,Hispanic,NotLEP,Yes,1,No,1424,Notapproach
932282,bla,T,Male,Hispanic,firstyear,No,0,No,1419,Approaches
932282,bla,T,Male,Hispanic,firstyear,No,1,No,1465,Approaches
932282,bla,T,Male,Hispanic,firstyear,No,2,No,1503,Approaches
932321,caro,T,Female,Hispanic,NotLEP,No,0,No,1555,Masters
932321,caro,T,Female,Hispanic,NotLEP,No,1,No,1697,Masters
932321,caro,T,Female,Hispanic,NotLEP,No,2,No,1870,Masters
932322,bus,C,Male,Hispanic,LEP,Yes,0,Yes,1246,Notapproach
932322,bus,C,Male,Hispanic,LEP,Yes,1,Yes,1391,Notapproach
932356,carm,T,Male,Hispanic,secondyear,No,0,No,1437,Approaches
932356,carm,T,Male,Hispanic,secondyear,No,1,No,1480,Approaches
932356,carm,T,Male,Hispanic,secondyear,No,2,No,1503,Approaches
932372,jon,C,Female,Hispanic,LEP,No,0,Yes,1318,Approaches
932372,jon,C,Female,Hispanic,LEP,No,1,No,1424,Notapproach
932383,bus,C,Male,Hispanic,LEP,No,0,No,1437,Approaches
932383,bus,C,Male,Hispanic,LEP,No,1,No,1480,Approaches
932383,bus,C,Male,Hispanic,LEP,No,2,No,1517,Approaches
932386,carm,T,Male,Asian,LEP,No,0,No,1266,Notapproach
932386,carm,T,Male,Asian,LEP,No,1,No,1397,Notapproach
932386,carm,T,Male,Asian,LEP,No,2,No,1411,Notapproach
932390,carm,T,Female,Afamerican,NotLEP,No,0,No,1577,Masters
932390,carm,T,Female,Afamerican,NotLEP,No,1,No,1465,Approaches
932390,carm,T,Female,Afamerican,NotLEP,No,2,No,1564,Approaches
932393,jon,C,Female,Hispanic,NotLEP,No,0,No,1577,Masters
932394,jon,C,Male,Hispanic,NotLEP,No,0,No,1468,Meets
932394,jon,C,Male,Hispanic,NotLEP,No,1,No,1424,Notapproach
932413,jon,C,Female,Hispanic,LEP,No,0,Yes,1404,Approaches
932413,jon,C,Female,Hispanic,LEP,No,1,No,1526,Approaches
932438,har,C,Male,Afamerican,NotLEP,No,0,No,1372,Approaches
932438,har,C,Male,Afamerican,NotLEP,No,1,No,1633,Masters
932438,har,C,Male,Afamerican,NotLEP,No,2,No,1532,Approaches
932443,jon,C,Female,White,NotLEP,No,0,No,1180,Notapproach
932465,carm,T,Female,Hispanic,NotLEP,No,0,No,1419,Approaches
932465,carm,T,Female,Hispanic,NotLEP,No,1,No,1411,Notapproach
932465,carm,T,Female,Hispanic,NotLEP,No,2,No,1489,Approaches
932477,jon,C,Female,Hispanic,NotLEP,No,0,No,1387,Approaches
932477,jon,C,Female,Hispanic,NotLEP,No,1,No,1424,Notapproach
932477,jon,C,Female,Hispanic,NotLEP,No,2,No,1532,Approaches
932483,bla,T,Female,Hispanic,secondyear,No,0,No,1455,Approaches
932483,bla,T,Female,Hispanic,secondyear,No,1,No,1495,Approaches
932483,bla,T,Female,Hispanic,secondyear,No,2,No,1642,Meets
932485,har,C,Male,Afamerican,NotLEP,No,0,No,1419,Approaches
932492,har,C,Male,Hispanic,firstyear,No,0,No,1468,Meets
932492,har,C,Male,Hispanic,firstyear,No,1,No,1604,Meets
932500,jon,C,Male,Hispanic,NotLEP,No,0,No,1234,Notapproach
932500,jon,C,Male,Hispanic,NotLEP,No,1,No,1259,Notapproach
932510,jon,C,Male,Hispanic,LEP,Yes,0,No,1234,Notapproach
932510,jon,C,Male,Hispanic,LEP,Yes,1,No,1295,Notapproach
932510,jon,C,Male,Hispanic,LEP,Yes,2,No,1327,Notapproach
932514,har,C,Male,Hispanic,firstyear,No,0,No,1437,Approaches
932514,har,C,Male,Hispanic,firstyear,No,1,No,1604,Meets
932520,bus,C,Female,Hispanic,secondyear,No,0,No,1577,Masters
932520,bus,C,Female,Hispanic,secondyear,No,1,No,1550,Meets
932526,bla,T,Female,Hispanic,LEP,No,0,Yes,1404,Approaches
932526,bla,T,Female,Hispanic,LEP,No,1,No,1495,Approaches
932526,bla,T,Female,Hispanic,LEP,No,2,No,1564,Approaches
932537,caro,T,Female,Hispanic,secondyear,No,0,No,1387,Approaches
932537,caro,T,Female,Hispanic,secondyear,No,1,No,1633,Masters
932557,bus,C,Female,Hispanic,LEP,No,0,No,1136,Notapproach
932559,har,C,Male,Hispanic,LEP,No,0,No,1345,Approaches
932559,har,C,Male,Hispanic,LEP,No,1,No,1434,Approaches
932559,har,C,Male,Hispanic,LEP,No,2,No,1489,Approaches
932575,bus,C,Male,Hispanic,firstyear,No,0,No,1555,Masters
932579,har,C,Female,Hispanic,LEP,No,0,No,1251,Notapproach
932582,bus,C,Female,Hispanic,NotLEP,No,0,No,1616,Masters
932582,bus,C,Female,Hispanic,NotLEP,No,1,No,1562,Meets
932582,bus,C,Female,Hispanic,NotLEP,No,2,No,1787,Masters
932587,carm,T,Female,Hispanic,firstyear,No,0,No,1519,Meets
932587,carm,T,Female,Hispanic,firstyear,No,1,No,1562,Meets
932587,carm,T,Female,Hispanic,firstyear,No,2,No,1642,Meets
932588,carm,T,Male,Afamerican,NotLEP,No,0,No,1468,Meets
932588,carm,T,Male,Afamerican,NotLEP,No,1,No,1510,Approaches
932588,carm,T,Male,Afamerican,NotLEP,No,2,No,1489,Approaches
932596,har,C,Female,Hispanic,NotLEP,No,0,No,1419,Approaches
932600,bus,C,Male,Hispanic,LEP,No,0,Yes,1246,Notapproach
932605,carm,T,Female,Hispanic,NotLEP,No,0,No,1217,Notapproach
932605,carm,T,Female,Hispanic,NotLEP,No,1,No,1326,Notapproach
932608,bus,C,Female,Hispanic,NotLEP,No,0,No,1372,Approaches
932608,bus,C,Female,Hispanic,NotLEP,No,1,No,1510,Approaches
932624,har,C,Male,Hispanic,NotLEP,No,0,No,1577,Masters
932624,har,C,Male,Hispanic,NotLEP,No,1,No,1562,Meets
932624,har,C,Male,Hispanic,NotLEP,No,2,No,1564,Approaches
932639,bus,C,Female,Hispanic,LEP,No,0,No,1199,Notapproach
932639,bus,C,Female,Hispanic,LEP,No,1,No,1370,Notapproach
932639,bus,C,Female,Hispanic,LEP,No,2,No,1463,Notapproach
932649,bla,T,Female,Hispanic,LEP,No,0,Yes,1171,Notapproach
932666,bla,T,Male,Hispanic,NotLEP,No,0,No,1496,Meets
932666,bla,T,Male,Hispanic,NotLEP,No,1,No,1697,Masters
932666,bla,T,Male,Hispanic,NotLEP,No,2,No,1667,Masters
932679,har,C,Male,Hispanic,firstyear,No,0,No,1251,Notapproach
932679,har,C,Male,Hispanic,firstyear,No,1,No,1465,Approaches
932679,har,C,Male,Hispanic,firstyear,No,2,No,1397,Notapproach
932686,caro,T,Male,Hispanic,secondyear,No,0,No,1468,Meets
932686,caro,T,Male,Hispanic,secondyear,No,1,No,1550,Meets
932686,caro,T,Male,Hispanic,secondyear,No,2,No,1599,Meets
932687,caro,T,Male,Hispanic,LEP,No,0,Yes,1332,Approaches
932687,caro,T,Male,Hispanic,LEP,No,1,No,1451,Approaches
932687,caro,T,Male,Hispanic,LEP,No,2,No,1517,Approaches
932697,caro,T,Male,Hispanic,LEP,No,0,Yes,1191,Notapproach
932700,caro,T,Male,Hispanic,LEP,No,0,Yes,1444,Meets
932700,caro,T,Male,Hispanic,LEP,No,1,No,1633,Masters
932700,caro,T,Male,Hispanic,LEP,No,2,No,1642,Meets
932705,caro,T,Female,Hispanic,LEP,No,0,No,1372,Approaches
932705,caro,T,Female,Hispanic,LEP,No,1,No,1465,Approaches
932705,caro,T,Female,Hispanic,LEP,No,2,No,1619,Meets
932720,caro,T,Female,Hispanic,secondyear,No,0,No,1403,Approaches
932720,caro,T,Female,Hispanic,secondyear,No,1,No,1451,Approaches
932720,caro,T,Female,Hispanic,secondyear,No,2,No,1532,Approaches
932733,carm,T,Male,Afamerican,NotLEP,No,0,No,1266,Notapproach
932733,carm,T,Male,Afamerican,NotLEP,No,1,No,1495,Approaches
932733,carm,T,Male,Afamerican,NotLEP,No,2,No,1532,Approaches
932745,har,C,Male,Hispanic,NotLEP,No,0,No,1356,Approaches
932752,carm,T,Female,Afamerican,NotLEP,No,0,No,1387,Approaches
932752,carm,T,Female,Afamerican,NotLEP,No,1,No,1480,Approaches
932752,carm,T,Female,Afamerican,NotLEP,No,2,No,1411,Notapproach
932753,jon,C,Male,Hispanic,LEP,No,0,Yes,1127,Notapproach
932753,jon,C,Male,Hispanic,LEP,No,1,No,1370,Notapproach
932753,jon,C,Male,Hispanic,LEP,No,2,No,1450,Notapproach
932759,jon,C,Male,Hispanic,LEP,No,0,Yes,1350,Approaches
932759,jon,C,Male,Hispanic,LEP,No,1,No,1383,Notapproach
932759,jon,C,Male,Hispanic,LEP,No,2,No,1470,Approaches
932809,bus,C,Female,Hispanic,firstyear,No,0,No,1419,Approaches
932830,carm,T,Female,Hispanic,LEP,No,0,No,1266,Notapproach
932830,carm,T,Female,Hispanic,LEP,No,1,No,1451,Approaches
932830,carm,T,Female,Hispanic,LEP,No,2,No,1450,Notapproach
932845,carm,T,Female,Hispanic,NotLEP,No,0,No,1519,Meets
932845,carm,T,Female,Hispanic,NotLEP,No,1,No,1495,Approaches
932845,carm,T,Female,Hispanic,NotLEP,No,2,No,1564,Approaches
932859,jon,C,Female,Hispanic,LEP,No,0,No,1312,Notapproach
932859,jon,C,Female,Hispanic,LEP,No,1,No,1480,Approaches
932871,jon,C,Female,Hispanic,LEP,No,2,No,1517,Approaches
932877,jon,C,Male,Hispanic,secondyear,No,2,No,1582,Meets
932891,jon,C,Female,Hispanic,NotLEP,No,0,No,1234,Notapproach
932891,jon,C,Female,Hispanic,NotLEP,No,1,No,1480,Approaches
932891,jon,C,Female,Hispanic,NotLEP,No,2,No,1411,Notapproach
932899,bus,C,Male,Hispanic,LEP,No,2,No,1532,Approaches
932927,har,C,Male,Hispanic,firstyear,No,0,No,1496,Meets
932927,har,C,Male,Hispanic,firstyear,No,1,No,1747,Masters
932927,har,C,Male,Hispanic,firstyear,No,2,No,1619,Meets
932930,har,C,Female,Hispanic,LEP,No,0,No,1199,Notapproach
932930,har,C,Female,Hispanic,LEP,No,1,No,1465,Approaches
932930,har,C,Female,Hispanic,LEP,No,2,No,1470,Approaches
932953,bus,C,Female,Hispanic,LEP,No,0,No,1345,Approaches
932953,bus,C,Female,Hispanic,LEP,No,1,No,1424,Notapproach
932953,bus,C,Female,Hispanic,LEP,No,2,No,1599,Meets
932963,bla,T,Male,Hispanic,secondyear,No,0,No,1437,Approaches
932963,bla,T,Male,Hispanic,secondyear,No,1,No,1659,Masters
932963,bla,T,Male,Hispanic,secondyear,No,2,No,1547,Approaches
933007,bus,C,Female,Hispanic,LEP,No,0,Yes,1318,Approaches
933007,bus,C,Female,Hispanic,LEP,No,1,Yes,1423,Approaches
933007,bus,C,Female,Hispanic,LEP,No,2,Yes,1582,Meets
933043,har,C,Female,Hispanic,LEP,No,0,No,1455,Approaches
933054,bus,C,Male,Hispanic,secondyear,No,0,No,1496,Meets
933054,bus,C,Male,Hispanic,secondyear,No,1,No,1451,Approaches
933054,bus,C,Male,Hispanic,secondyear,No,2,No,1642,Meets
933055,caro,T,Male,Hispanic,LEP,No,0,Yes,1424,Approaches
933055,caro,T,Male,Hispanic,LEP,No,1,No,1383,Notapproach
933082,jon,C,Female,Hispanic,NotLEP,No,0,No,1356,Approaches
933082,jon,C,Female,Hispanic,NotLEP,No,1,No,1434,Approaches
933089,caro,T,Female,Hispanic,LEP,No,0,Yes,1191,Notapproach
933091,jon,C,Male,Hispanic,LEP,No,0,No,1419,Approaches
933091,jon,C,Male,Hispanic,LEP,No,1,No,1383,Notapproach
933106,bus,C,Male,Hispanic,NotLEP,No,0,No,1468,Meets
933106,bus,C,Male,Hispanic,NotLEP,No,1,No,1510,Approaches
933112,jon,C,Male,White,NotLEP,No,0,No,1555,Masters
933112,jon,C,Male,White,NotLEP,No,1,No,1582,Meets
933112,jon,C,Male,White,NotLEP,No,2,No,1698,Masters
933117,jon,C,Female,Hispanic,secondyear,No,0,No,1616,Masters
933117,jon,C,Female,Hispanic,secondyear,No,1,No,1604,Meets
933120,bus,C,Male,Hispanic,LEP,No,0,No,1217,Notapproach
933120,bus,C,Male,Hispanic,LEP,No,1,No,1480,Approaches
933125,caro,T,Male,Hispanic,secondyear,No,0,No,1555,Masters
933125,caro,T,Male,Hispanic,secondyear,No,1,No,1510,Approaches
933125,caro,T,Male,Hispanic,secondyear,No,2,No,1599,Meets
933129,bus,C,Female,Hispanic,NotLEP,No,1,No,1562,Meets
933146,bus,C,Male,Hispanic,LEP,No,0,Yes,1210,Notapproach
933146,bus,C,Male,Hispanic,LEP,No,1,Yes,1375,Notapproach
933146,bus,C,Male,Hispanic,LEP,No,2,Yes,1480,Approaches
933152,bus,C,Male,Hispanic,LEP,No,0,No,1297,Notapproach
933152,bus,C,Male,Hispanic,LEP,No,1,No,1510,Approaches
933178,jon,C,Male,Hispanic,NotLEP,No,0,No,1667,Masters
933178,jon,C,Male,Hispanic,NotLEP,No,1,No,1697,Masters
933178,jon,C,Male,Hispanic,NotLEP,No,2,No,1698,Masters
933212,jon,C,Female,Hispanic,NotLEP,No,0,No,1555,Masters
933232,caro,T,Female,Hispanic,secondyear,No,0,No,1496,Meets
933232,caro,T,Female,Hispanic,secondyear,No,1,No,1582,Meets
933260,bus,C,Female,Hispanic,NotLEP,No,0,No,1555,Masters
933260,bus,C,Female,Hispanic,NotLEP,No,1,No,1510,Approaches
933272,bus,C,Female,Hispanic,secondyear,No,0,No,1437,Approaches
933272,bus,C,Female,Hispanic,secondyear,No,1,No,1550,Meets
933291,bus,C,Male,Hispanic,LEP,No,0,No,1251,Notapproach
933299,bus,C,Female,Hispanic,NotLEP,No,0,No,1356,Approaches
933299,bus,C,Female,Hispanic,NotLEP,No,1,No,1604,Meets
933299,bus,C,Female,Hispanic,NotLEP,No,2,No,1489,Approaches
933335,bus,C,Male,Hispanic,LEP,No,0,Yes,1246,Notapproach
933335,bus,C,Male,Hispanic,LEP,No,1,No,1510,Approaches
933341,carm,T,Male,Hispanic,LEP,Yes,0,No,1180,Notapproach
933341,carm,T,Male,Hispanic,LEP,Yes,1,No,1356,Notapproach
933341,carm,T,Male,Hispanic,LEP,Yes,2,No,1311,Notapproach
933362,jon,C,Female,Hispanic,LEP,No,0,Yes,1229,Notapproach
933362,jon,C,Female,Hispanic,LEP,No,1,Yes,1308,Notapproach
933362,jon,C,Female,Hispanic,LEP,No,2,No,1384,Notapproach
933463,carm,T,Male,Afamerican,NotLEP,No,0,No,1372,Approaches
933463,carm,T,Male,Afamerican,NotLEP,No,1,No,1411,Notapproach
933471,bus,C,Female,Hispanic,LEP,No,0,Yes,1298,Notapproach
933473,carm,T,Female,Hispanic,NotLEP,No,0,No,1282,Notapproach
933508,caro,T,Female,Hispanic,NotLEP,No,0,No,1327,Notapproach
933508,caro,T,Female,Hispanic,NotLEP,No,1,No,1259,Notapproach
933527,bla,T,Female,Hispanic,LEP,No,0,Yes,1404,Approaches
933527,bla,T,Female,Hispanic,LEP,No,1,No,1465,Approaches
933527,bla,T,Female,Hispanic,LEP,No,2,No,1384,Notapproach
933552,carm,T,Female,Hispanic,NotLEP,No,0,No,1403,Approaches
933552,carm,T,Female,Hispanic,NotLEP,No,1,No,1495,Approaches
933576,bla,T,Female,Hispanic,LEP,No,0,No,1110,Notapproach
933576,bla,T,Female,Hispanic,LEP,No,1,No,1311,Notapproach
933576,bla,T,Female,Hispanic,LEP,No,2,No,1450,Notapproach
933606,bla,T,Female,Hispanic,LEP,No,0,No,1199,Notapproach
933606,bla,T,Female,Hispanic,LEP,No,1,Yes,1375,Notapproach
933606,bla,T,Female,Hispanic,LEP,No,2,Yes,1349,Notapproach
933615,bus,C,Female,Hispanic,LEP,No,0,Yes,1281,Notapproach
933615,bus,C,Female,Hispanic,LEP,No,1,Yes,1358,Notapproach
933615,bus,C,Female,Hispanic,LEP,No,2,Yes,1582,Meets
933684,bla,T,Male,Hispanic,firstyear,No,1,No,1510,Approaches
933684,bla,T,Male,Hispanic,firstyear,No,2,No,1532,Approaches
933692,carm,T,Female,Hispanic,LEP,No,0,No,1180,Notapproach
933717,jon,C,Female,Hispanic,LEP,No,2,No,1437,Notapproach
933719,jon,C,Female,Hispanic,NotLEP,No,0,No,1752,Masters
933719,jon,C,Female,Hispanic,NotLEP,No,1,No,1697,Masters
933755,bla,T,Female,Hispanic,firstyear,No,0,No,1372,Approaches
933755,bla,T,Female,Hispanic,firstyear,No,1,No,1480,Approaches
933755,bla,T,Female,Hispanic,firstyear,No,2,No,1517,Approaches
933774,jon,C,Male,Hispanic,secondyear,No,0,No,1496,Meets
933774,jon,C,Male,Hispanic,secondyear,No,1,No,1495,Approaches
933782,har,C,Female,Hispanic,NotLEP,Yes,1,No,1424,Notapproach
933789,carm,T,Female,Hispanic,LEP,No,0,No,1282,Notapproach
933789,carm,T,Female,Hispanic,LEP,No,1,No,1295,Notapproach
933789,carm,T,Female,Hispanic,LEP,No,2,No,1437,Notapproach
933875,jon,C,Female,Hispanic,LEP,No,0,Yes,1281,Notapproach
933875,jon,C,Female,Hispanic,LEP,No,1,No,1451,Approaches
933897,carm,T,Male,Hispanic,NotLEP,No,0,No,1616,Masters
933897,carm,T,Male,Hispanic,NotLEP,No,1,No,1830,Masters
933897,carm,T,Male,Hispanic,NotLEP,No,2,No,1787,Masters
933906,bla,T,Female,Hispanic,secondyear,No,0,No,1555,Masters
933906,bla,T,Female,Hispanic,secondyear,No,1,No,1562,Meets
933906,bla,T,Female,Hispanic,secondyear,No,2,No,1667,Masters
933913,bla,T,Female,Hispanic,NotLEP,No,0,No,1437,Approaches
933913,bla,T,Female,Hispanic,NotLEP,No,1,No,1411,Notapproach
933913,bla,T,Female,Hispanic,NotLEP,No,2,No,1463,Notapproach
933922,jon,C,Male,Afamerican,NotLEP,No,0,No,1199,Notapproach
933952,bla,T,Male,Hispanic,secondyear,No,0,No,1496,Meets
933952,bla,T,Male,Hispanic,secondyear,No,1,No,1604,Meets
934002,jon,C,Female,Hispanic,firstyear,No,0,Yes,1367,Approaches
934002,jon,C,Female,Hispanic,firstyear,No,1,No,1495,Approaches
934012,carm,T,Male,Hispanic,LEP,No,0,No,1234,Notapproach
934078,carm,T,Female,Hispanic,LEP,No,0,No,1266,Notapproach
934078,carm,T,Female,Hispanic,LEP,No,1,No,1383,Notapproach
